anio,mes,nacionalidad,total
2025,Octubre,Indonesia,18
2025,Octubre,Letonia,17
2025,Octubre,Croacia,15
2025,Octubre,Georgia,13
2025,Octubre,Serbia,13
2025,Octubre,Hong Kong (Región Administrativa Especial de China),12
2025,Octubre,Pakistán,12
2025,Octubre,Jamaica,11
2025,Octubre,Trinidad y Tobago,11
2025,Octubre,Emiratos Árabes Unidos,11
2025,Octubre,Marruecos,10
2025,Octubre,Líbano,10
2025,Octubre,Taiwán (República de China),10
2025,Octubre,Estonia,9
2025,Octubre,Arabia Saudita,8
2025,Octubre,Kazajistán,7
2025,Octubre,Chipre,7
2025,Octubre,Belice,7
2025,Octubre,Guyana,6
2025,Octubre,Malta,5
2025,Octubre,Bahamas,5
2025,Octubre,Azerbaiyán,4
2025,Octubre,Bielorrusia,4
2025,Octubre,Antigua República Yugoslava de Macedonia,4
2025,Octubre,Barbados,4
2025,Octubre,Fiyi,4
2025,Octubre,Argelia,3
2025,Octubre,Palestina,3
2025,Octubre,San Cristóbal y Nieves,2
2025,Octubre,Túnez,2
2025,Octubre,Andorra,2
2025,Octubre,Zimbabue,2
2025,Octubre,Islandia,2
2025,Octubre,Armenia,2
2025,Octubre,Kuwait,2
2025,Octubre,Ruanda,2
2025,Octubre,Irán,2
2025,Octubre,Madagascar,1
2025,Octubre,República Democrática del Congo,1
2025,Octubre,Kiribati,1
2025,Octubre,Mauricio,1
2025,Octubre,Nigeria,1
2025,Octubre,Uganda,1
2025,Octubre,Bután,1
2025,Octubre,Tanzania (República Unida de) ,1
2025,Octubre,Camerún,1
2025,Octubre,Montenegro,1
2025,Octubre,Surinam,1
2025,Octubre,Liechtenstein,1
2025,Octubre,Guinea Ecuatorial,1
2025,Octubre,Guinea,1
2025,Octubre,República de Moldovia,1
2025,Septiembre,Estados Unidos de América,13592
2025,Septiembre,Colombia,11408
2025,Septiembre,Perú,6111
2025,Septiembre,España,2971
2025,Septiembre,Canadá,1366
2025,Septiembre,Alemania,1356
2025,Septiembre,Reino Unido,1282
2025,Septiembre,Brasil,1175
2025,Septiembre,Argentina,1132
2025,Septiembre,México,1033
2025,Septiembre,Chile,995
2025,Septiembre,Francia,882
2025,Septiembre,Venezuela,832
2025,Septiembre,Australia,755
2025,Septiembre,Italia,642
2025,Septiembre,Países Bajos,528
2025,Septiembre,Costa Rica,519
2025,Septiembre,China,414
2025,Septiembre,Israel,368
2025,Septiembre,Suiza,363
2025,Septiembre,Panamá,327
2025,Septiembre,Bélgica,306
2025,Septiembre,República Dominicana,288
2025,Septiembre,Honduras,252
2025,Septiembre,Polonia,228
2025,Septiembre,Japón,197
2025,Septiembre,El Salvador,186
2025,Septiembre,Dinamarca,184
2025,Septiembre,Uruguay,184
2025,Septiembre,Guatemala,178
2025,Septiembre,Bolivia,173
2025,Septiembre,República de Corea del Sur,154
2025,Septiembre,Irlanda,143
2025,Septiembre,Cuba,138
2025,Septiembre,Austria,131
2025,Septiembre,Nueva Zelanda,130
2025,Septiembre,Federación de Rusia,129
2025,Septiembre,Portugal,102
2025,Septiembre,República Checa,88
2025,Septiembre,Singapur,61
2025,Septiembre,Rumania,60
2025,Septiembre,Ucrania,59
2025,Septiembre,Suecia,56
2025,Septiembre,Noruega,55
2025,Septiembre,India,54
2025,Septiembre,Paraguay,54
2025,Septiembre,Taiwán (República de China),53
2025,Septiembre,Turquía,37
2025,Septiembre,Malasia,36
2025,Septiembre,Nicaragua,35
2025,Septiembre,Malta,34
2025,Septiembre,Filipinas,27
2025,Septiembre,Hungría,27
2025,Septiembre,Tailandia,25
2025,Septiembre,Finlandia,23
2025,Septiembre,Eslovaquia,23
2025,Septiembre,Indonesia,22
2025,Septiembre,Hong Kong (Región Administrativa Especial de China),22
2025,Septiembre,Lituania,22
2025,Septiembre,Túnez,21
2025,Septiembre,Grecia,21
2025,Septiembre,Bulgaria,21
2025,Septiembre,Sudáfrica,17
2025,Septiembre,Trinidad y Tobago,16
2025,Septiembre,Letonia,13
2025,Septiembre,Estonia,13
2025,Septiembre,Egipto,12
2025,Septiembre,Surinam,10
2025,Septiembre,Luxemburgo,10
2025,Septiembre,Líbano,9
2025,Septiembre,Haití,9
2025,Septiembre,Croacia,7
2025,Septiembre,Marruecos,7
2025,Septiembre,Bielorrusia,6
2025,Septiembre,Bosnia y Herzegovina,6
2025,Septiembre,Georgia,6
2025,Septiembre,Guyana,6
2025,Septiembre,Emiratos Árabes Unidos,5
2025,Septiembre,Jamaica,5
2025,Septiembre,Arabia Saudita,5
2025,Septiembre,Eslovenia,5
2025,Septiembre,Barein,5
2025,Septiembre,Barbados,5
2025,Septiembre,Jordania,4
2025,Septiembre,Pakistán,4
2025,Septiembre,Kuwait,4
2025,Septiembre,Argelia,3
2025,Septiembre,Bangladesh,3
2025,Septiembre,Palestina,3
2025,Septiembre,Serbia,3
2025,Septiembre,Antigua República Yugoslava de Macedonia,3
2025,Septiembre,Santa Lucía,3
2025,Septiembre,Mauricio,3
2025,Septiembre,Bahamas,2
2025,Septiembre,República de Moldovia,2
2025,Septiembre,Andorra,2
2025,Septiembre,Dominica,2
2025,Septiembre,Chipre,2
2025,Septiembre,Azerbaiyán,2
2025,Septiembre,San Cristóbal y Nieves,2
2025,Septiembre,Mongolia,2
2025,Septiembre,Zimbabue,2
2025,Septiembre,Omán,2
2025,Septiembre,Guinea,2
2025,Septiembre,Fiyi,1
2025,Septiembre,Belice,1
2025,Septiembre,República Democrática del Congo,1
2025,Septiembre,Albania,1
2025,Septiembre,Liechtenstein,1
2025,Septiembre,Islandia,1
2025,Septiembre,Nigeria,1
2025,Septiembre,Kazajistán,1
2025,Septiembre,Vanuatu,1
2025,Septiembre,Cabo Verde,1
2025,Septiembre,Togo,1
2025,Septiembre,Antigua y Barbuda,1
2025,Septiembre,San Marino,1
