anio,mes,nacionalidad,total
2019,Junio,Turquía,26
2019,Junio,Islandia,26
2019,Junio,Singapur,24
2019,Junio,Jamaica,24
2019,Junio,Líbano,21
2019,Junio,Serbia,20
2019,Junio,Eslovaquia,20
2019,Junio,Vietnam,18
2019,Junio,Ghana,17
2019,Junio,República de Moldovia,16
2019,Junio,Myanmar,15
2019,Junio,Lituania,15
2019,Junio,Egipto,15
2019,Junio,Marruecos,14
2019,Junio,Estonia,14
2019,Junio,República Democrática del Congo,13
2019,Junio,Luxemburgo,13
2019,Junio,Guinea,12
2019,Junio,Bielorrusia,11
2019,Junio,Albania,11
2019,Junio,Mauricio,10
2019,Junio,Eslovenia,10
2019,Junio,Arabia Saudita,10
2019,Junio,Malta,10
2019,Junio,Zimbabue,9
2019,Junio,República Árabe Siria,9
2019,Junio,Georgia,7
2019,Junio,Haití,7
2019,Junio,Trinidad y Tobago,7
2019,Junio,Barbados,6
2019,Junio,Chipre,6
2019,Junio,Argelia,6
2019,Junio,Kazajistán,6
2019,Junio,Uzbekistán,6
2019,Junio,Pakistán,6
2019,Junio,Catar,5
2019,Junio,Kuwait,5
2019,Junio,Túnez,5
2019,Junio,Guyana,5
2019,Junio,Bahamas,5
2019,Junio,San Cristóbal y Nieves,4
2019,Junio,Eritrea,4
2019,Junio,Yemen,4
2019,Junio,Mongolia,4
2019,Junio,Kenia,4
2019,Junio,Barein,3
2019,Junio,Antigua y Barbuda,3
2019,Junio,Belice,3
2019,Junio,Cabo Verde,3
2019,Junio,Kiribati,3
2019,Junio,Palestina,2
2019,Junio,Kirguistán,2
2019,Junio,Tanzania (República Unida de) ,2
2019,Junio,Surinam,2
2019,Junio,Islas Salomón,2
2019,Junio,Emiratos Árabes Unidos,2
2019,Junio,Uganda,2
2019,Junio,Costa de Marfil,2
2019,Junio,Bangladesh,2
2019,Junio,Nigeria,2
2019,Junio,Kosovo,2
2019,Junio,Bosnia y Herzegovina,2
2019,Junio,Jordania,2
2019,Junio,Togo,1
2019,Junio,Montenegro,1
2019,Junio,Tayikistán,1
2019,Junio,Burkina Faso,1
2019,Junio,Guinea Ecuatorial,1
2019,Junio,Samoa,1
2019,Junio,Papúa Nueva Guinea,1
2019,Junio,Etiopía,1
2019,Junio,Nepal,1
2019,Junio,Irak,1
2019,Junio,Santo Tomé y Príncipe,1
2019,Junio,Santa Lucía,1
2019,Junio,Senegal,1
2019,Junio,Sierra Leona,1
2019,Junio,Benín,1
2019,Junio,República Centroafricana,1
2019,Junio,Antigua República Yugoslava de Macedonia,1
2019,Junio,Armenia,1
2019,Junio,Bután,1
2019,Marzo,Venezuela,24799
2019,Marzo,Estados Unidos de América,20021
2019,Marzo,Colombia,14532
2019,Marzo,Perú,6606
2019,Marzo,Canadá,2833
2019,Marzo,España,2551
2019,Marzo,Alemania,2346
2019,Marzo,Chile,1922
2019,Marzo,Argentina,1712
2019,Marzo,Reino Unido,1657
2019,Marzo,Francia,1323
2019,Marzo,China,1321
2019,Marzo,México,1124
2019,Marzo,Brasil,883
2019,Marzo,Países Bajos,801
2019,Marzo,Italia,727
2019,Marzo,India,696
2019,Marzo,Filipinas,643
2019,Marzo,Panamá,636
2019,Marzo,Australia,628
2019,Marzo,Suiza,588
2019,Marzo,Camerún,347
2019,Marzo,Dinamarca,316
2019,Marzo,Suecia,305
2019,Marzo,Federación de Rusia,295
2019,Marzo,Japón,288
2019,Marzo,Israel,285
2019,Marzo,Uruguay,284
2019,Marzo,Bolivia,270
2019,Marzo,Bélgica,269
2019,Marzo,República Dominicana,232
2019,Marzo,Austria,220
2019,Marzo,Costa Rica,211
2019,Marzo,Noruega,183
2019,Marzo,Polonia,167
2019,Marzo,Guatemala,152
2019,Marzo,República de Corea del Sur,151
2019,Marzo,República Checa,140
2019,Marzo,Nueva Zelanda,136
2019,Marzo,Irlanda,135
2019,Marzo,El Salvador,126
2019,Marzo,Portugal,125
2019,Marzo,Cuba,111
2019,Marzo,Ucrania,93
2019,Marzo,Honduras,74
2019,Marzo,Sri Lanka,73
2019,Marzo,Nicaragua,70
2019,Marzo,Rumania,68
2019,Marzo,Paraguay,59
2019,Marzo,Angola,57
2019,Marzo,Finlandia,53
2019,Marzo,Letonia,50
2019,Marzo,Hungría,48
2019,Marzo,Turquía,41
2019,Marzo,Eslovaquia,39
2019,Marzo,Grecia,38
2019,Marzo,Sudáfrica,38
2019,Marzo,Bielorrusia,38
2019,Marzo,Bulgaria,37
2019,Marzo,Malasia,34
2019,Marzo,Croacia,31
2019,Marzo,Tailandia,25
2019,Marzo,Lituania,24
2019,Marzo,Palestina,21
2019,Marzo,Líbano,21
2019,Marzo,Irán,21
2019,Marzo,Egipto,20
2019,Marzo,Ghana,20
2019,Marzo,Georgia,19
2019,Marzo,Trinidad y Tobago,19
2019,Marzo,Yemen,18
2019,Marzo,Singapur,17
2019,Marzo,Serbia,16
2019,Marzo,Vietnam,15
2019,Marzo,Islandia,15
2019,Marzo,Eslovenia,15
2019,Marzo,Luxemburgo,15
2019,Marzo,Guinea,13
2019,Marzo,República Democrática del Congo,13
2019,Marzo,Eritrea,12
2019,Marzo,Albania,12
2019,Marzo,Pakistán,11
2019,Marzo,Indonesia,11
2019,Marzo,Arabia Saudita,11
2019,Marzo,Emiratos Árabes Unidos,10
2019,Marzo,Estonia,10
2019,Marzo,Malta,10
2019,Marzo,República Árabe Siria,10
2019,Marzo,Marruecos,8
2019,Marzo,Catar,7
2019,Marzo,Nigeria,7
2019,Marzo,Jordania,7
2019,Marzo,Congo,7
2019,Marzo,Zimbabue,6
2019,Marzo,Guyana,6
2019,Marzo,Andorra,5
2019,Marzo,República de Moldovia,5
2019,Marzo,Kazajistán,4
2019,Marzo,Bangladesh,4
2019,Marzo,Jamaica,4
2019,Marzo,Túnez,4
2019,Marzo,Chipre,3
2019,Marzo,Irak,3
2019,Marzo,Liechtenstein,3
2019,Marzo,Surinam,3
2019,Marzo,República Popular Democrática de Corea,3
2019,Marzo,Haití,3
2019,Marzo,Kosovo,3
2019,Marzo,Burkina Faso,3
2019,Marzo,Gambia,3
2019,Marzo,Etiopía,2
2019,Marzo,Zambia,2
2019,Marzo,Barbados,2
2019,Marzo,Nepal,2
2019,Marzo,Sudán,2
2019,Marzo,Bahamas,2
2019,Marzo,Dominica,2
2019,Marzo,San Cristóbal y Nieves,2
2019,Marzo,Antigua República Yugoslava de Macedonia,2
2019,Marzo,Costa de Marfil,2
2019,Marzo,Sierra Leona,1
2019,Marzo,Botsuana,1
2019,Marzo,Togo,1
2019,Marzo,Malí,1
2019,Marzo,Kenia,1
2019,Marzo,Mozambique,1
2019,Marzo,Lesoto,1
2019,Marzo,Ruanda,1
2019,Marzo,Uzbekistán,1
2019,Marzo,San Marino,1
2019,Marzo,Santa Lucía,1
2019,Marzo,Azerbaiyán,1
2019,Marzo,Micronesia (Estados Federados de),1
2019,Marzo,Guinea Ecuatorial,1
2019,Marzo,Myanmar,1
2019,Marzo,Libia,1
2019,Marzo,Namibia,1
2019,Marzo,Guinea-Bisau,1
2019,Marzo,Armenia,1
2019,Marzo,Argelia,1
2019,Marzo,Turkmenistán,1
2019,Mayo,Venezuela,80036
2019,Mayo,Estados Unidos de América,17074
2019,Mayo,Colombia,15588
2019,Mayo,Perú,6641
2019,Mayo,España,1983
2019,Mayo,Reino Unido,1893
2019,Mayo,Francia,1785
2019,Mayo,Canadá,1705
2019,Mayo,Alemania,1558
2019,Mayo,Chile,1469
2019,Mayo,Argentina,1409
2019,Mayo,China,964
2019,Mayo,México,930
2019,Mayo,India,854
2019,Mayo,Australia,821
2019,Mayo,Israel,800
2019,Mayo,Países Bajos,771
2019,Mayo,Brasil,768
2019,Mayo,Italia,594
2019,Mayo,Filipinas,593
2019,Mayo,Suiza,501
2019,Mayo,Camerún,477
2019,Mayo,Panamá,385
2019,Mayo,Bélgica,306
2019,Mayo,Bolivia,217
2019,Mayo,Federación de Rusia,212
2019,Mayo,Nueva Zelanda,205
2019,Mayo,Costa Rica,200
2019,Mayo,República de Corea del Sur,198
2019,Mayo,Japón,194
2019,Mayo,Uruguay,173
2019,Mayo,Austria,154
2019,Mayo,República Dominicana,152
2019,Mayo,El Salvador,145
2019,Mayo,Irlanda,142
2019,Mayo,Dinamarca,123
2019,Mayo,Polonia,119
2019,Mayo,Suecia,118
2019,Mayo,Guatemala,117
2019,Mayo,Ucrania,116
2019,Mayo,Portugal,114
2019,Mayo,Angola,88
2019,Mayo,Cuba,77
2019,Mayo,Sri Lanka,72
2019,Mayo,Honduras,65
2019,Mayo,Paraguay,58
2019,Mayo,República Checa,54
2019,Mayo,Grecia,46
2019,Mayo,Sudáfrica,46
2019,Mayo,Noruega,43
2019,Mayo,Singapur,42
2019,Mayo,Eslovaquia,41
2019,Mayo,Nicaragua,41
2019,Mayo,Hungría,38
2019,Mayo,Rumania,36
2019,Mayo,Turquía,34
2019,Mayo,Finlandia,32
2019,Mayo,Irán,26
2019,Mayo,Malasia,25
2019,Mayo,Vietnam,23
2019,Mayo,Letonia,23
2019,Mayo,Bulgaria,22
2019,Mayo,Croacia,20
2019,Mayo,Lituania,18
2019,Mayo,Georgia,18
2019,Mayo,Indonesia,16
2019,Mayo,Islandia,16
2019,Mayo,Egipto,15
2019,Mayo,Guinea,15
2019,Mayo,Yemen,14
2019,Mayo,Serbia,13
2019,Mayo,Tailandia,12
2019,Mayo,Bielorrusia,12
2019,Mayo,Albania,12
2019,Mayo,República Árabe Siria,9
2019,Mayo,Malta,9
2019,Mayo,Omán,9
2019,Mayo,Jordania,9
2019,Mayo,Líbano,8
2019,Mayo,Trinidad y Tobago,8
2019,Mayo,Kazajistán,8
2019,Mayo,Jamaica,7
2019,Mayo,Estonia,6
2019,Mayo,Luxemburgo,6
2019,Mayo,Uzbekistán,6
2019,Mayo,Irak,6
2019,Mayo,República Democrática del Congo,6
2019,Mayo,Kiribati,5
2019,Mayo,Pakistán,5
2019,Mayo,Ghana,5
2019,Mayo,Bahamas,5
2019,Mayo,Haití,5
2019,Mayo,Guyana,4
2019,Mayo,Marruecos,4
2019,Mayo,Eritrea,4
2019,Mayo,Argelia,4
2019,Mayo,Barbados,3
2019,Mayo,Vanuatu,3
2019,Mayo,Túnez,3
2019,Mayo,Sudán,3
2019,Mayo,Arabia Saudita,3
2019,Mayo,Malí,3
2019,Mayo,Eslovenia,2
2019,Mayo,Andorra,2
2019,Mayo,Costa de Marfil,2
2019,Mayo,Papúa Nueva Guinea,2
2019,Mayo,Gambia,2
2019,Mayo,Azerbaiyán,2
2019,Mayo,Libia,2
2019,Mayo,Cabo Verde,2
2019,Mayo,Burkina Faso,2
2019,Mayo,Antigua y Barbuda,1
2019,Mayo,Tayikistán,1
2019,Mayo,Kosovo,1
2019,Mayo,República de Moldovia,1
2019,Mayo,Kuwait,1
2019,Mayo,Liechtenstein,1
2019,Mayo,Emiratos Árabes Unidos,1
2019,Mayo,Guinea Ecuatorial,1
2019,Mayo,Samoa,1
2019,Mayo,Montenegro,1
2019,Mayo,Madagascar,1
2019,Mayo,Surinam,1
2019,Mayo,Palestina,1
2019,Mayo,Turkmenistán,1
2019,Mayo,Uganda,1
2019,Mayo,Fiyi,1
2019,Mayo,Micronesia (Estados Federados de),1
2019,Mayo,Barein,1
2019,Mayo,Antigua República Yugoslava de Macedonia,1
2019,Mayo,San Cristóbal y Nieves,1
2019,Mayo,Ruanda,1
2019,Mayo,Senegal,1
2019,Mayo,Belice,1
2019,Mayo,Mauricio,1
2019,Mayo,Catar,1
2019,Mayo,República Popular Democrática de Corea,1
2019,Noviembre,Colombia,15412
2019,Noviembre,Estados Unidos de América,14220
2019,Noviembre,Perú,8397
2019,Noviembre,España,2979
2019,Noviembre,Alemania,2299
2019,Noviembre,Canadá,2290
2019,Noviembre,Francia,1874
2019,Noviembre,Reino Unido,1795
2019,Noviembre,México,1347
2019,Noviembre,Chile,1321
2019,Noviembre,Argentina,1244
2019,Noviembre,Brasil,1113
2019,Noviembre,Italia,890
2019,Noviembre,China,854
2019,Noviembre,Venezuela,783
2019,Noviembre,Países Bajos,760
2019,Noviembre,Australia,750
2019,Noviembre,Suiza,652
2019,Noviembre,Filipinas,642
2019,Noviembre,Bélgica,426
2019,Noviembre,Panamá,420
2019,Noviembre,Polonia,363
2019,Noviembre,Costa Rica,327
2019,Noviembre,Suecia,298
2019,Noviembre,Federación de Rusia,290
2019,Noviembre,Japón,244
2019,Noviembre,Bolivia,240
2019,Noviembre,Uruguay,215
2019,Noviembre,Austria,208
2019,Noviembre,El Salvador,198
2019,Noviembre,Irlanda,196
2019,Noviembre,Dinamarca,194
2019,Noviembre,República de Corea del Sur,189
2019,Noviembre,República Checa,173
2019,Noviembre,República Dominicana,170
2019,Noviembre,Guatemala,158
2019,Noviembre,Portugal,146
2019,Noviembre,Israel,145
2019,Noviembre,Noruega,131
2019,Noviembre,Nueva Zelanda,129
2019,Noviembre,Finlandia,109
2019,Noviembre,Honduras,97
2019,Noviembre,Paraguay,91
2019,Noviembre,Cuba,89
2019,Noviembre,Ucrania,80
2019,Noviembre,Nicaragua,65
2019,Noviembre,Rumania,63
2019,Noviembre,Indonesia,59
2019,Noviembre,India,52
2019,Noviembre,Eslovaquia,50
2019,Noviembre,Turquía,46
2019,Noviembre,Hungría,46
2019,Noviembre,Croacia,43
2019,Noviembre,Singapur,41
2019,Noviembre,Malasia,41
2019,Noviembre,Lituania,40
2019,Noviembre,Myanmar,39
2019,Noviembre,Letonia,37
2019,Noviembre,Yemen,35
2019,Noviembre,Eslovenia,35
2019,Noviembre,Bulgaria,31
2019,Noviembre,Grecia,29
2019,Noviembre,Estonia,26
2019,Noviembre,Sudáfrica,25
2019,Noviembre,Irán,22
2019,Noviembre,Serbia,20
2019,Noviembre,Líbano,20
2019,Noviembre,Tailandia,17
2019,Noviembre,Egipto,17
2019,Noviembre,Marruecos,13
2019,Noviembre,Trinidad y Tobago,12
2019,Noviembre,Vietnam,11
2019,Noviembre,Albania,11
2019,Noviembre,Luxemburgo,10
2019,Noviembre,Haití,9
2019,Noviembre,Bielorrusia,8
2019,Noviembre,Argelia,7
2019,Noviembre,Túnez,7
2019,Noviembre,Georgia,7
2019,Noviembre,Kazajistán,6
2019,Noviembre,Pakistán,6
2019,Noviembre,Eritrea,6
2019,Noviembre,Bahamas,5
2019,Noviembre,Chipre,5
2019,Noviembre,Islandia,5
2019,Noviembre,Jamaica,4
2019,Noviembre,Emiratos Árabes Unidos,4
2019,Noviembre,Jordania,4
2019,Noviembre,Ruanda,4
2019,Noviembre,Belice,4
2019,Noviembre,Andorra,3
2019,Noviembre,Armenia,3
2019,Noviembre,Mauricio,3
2019,Noviembre,Bosnia y Herzegovina,2
2019,Noviembre,Kiribati,2
2019,Noviembre,Liechtenstein,2
2019,Noviembre,Kuwait,2
2019,Noviembre,Malta,2
2019,Noviembre,Nigeria,2
2019,Noviembre,Uganda,2
2019,Noviembre,Arabia Saudita,2
2019,Noviembre,Cabo Verde,2
2019,Noviembre,República Árabe Siria,2
2019,Noviembre,Barbados,1
2019,Noviembre,Togo,1
2019,Noviembre,Barein,1
2019,Noviembre,Guyana,1
2019,Noviembre,Costa de Marfil,1
2019,Noviembre,Islas Marshall,1
2019,Noviembre,Benín,1
2019,Noviembre,Etiopía,1
2019,Noviembre,Tanzania (República Unida de) ,1
2019,Noviembre,Camerún,1
2019,Noviembre,Catar,1
2019,Noviembre,República de Moldovia,1
2019,Noviembre,Bangladesh,1
2019,Noviembre,Guinea-Bisau,1
2019,Noviembre,Islas Salomón,1
2019,Noviembre,Tonga,1
2019,Noviembre,Nepal,1
2019,Noviembre,Namibia,1
2019,Noviembre,Ghana,1
2019,Noviembre,Kosovo,1
2019,Noviembre,Libia,1
2019,Noviembre,Sudán,1
2019,Noviembre,Mongolia,1
2019,Noviembre,San Cristóbal y Nieves,1
2019,Noviembre,Mónaco,1
2019,Noviembre,Kirguistán,1
2019,Noviembre,Antigua y Barbuda,1
2019,Noviembre,Burkina Faso,1
2019,Octubre,Colombia,12410
2019,Octubre,Estados Unidos de América,11019
2019,Octubre,Perú,7619
2019,Octubre,España,2591
2019,Octubre,Alemania,2090
2019,Octubre,Francia,1554
2019,Octubre,Reino Unido,1527
2019,Octubre,Canadá,1430
2019,Octubre,México,1239
2019,Octubre,Chile,1230
2019,Octubre,Argentina,1125
2019,Octubre,Australia,801
2019,Octubre,China,742
2019,Octubre,Brasil,732
2019,Octubre,Italia,691
2019,Octubre,Filipinas,636
2019,Octubre,Países Bajos,636
2019,Octubre,Suiza,636
2019,Octubre,Venezuela,487
2019,Octubre,Panamá,357
2019,Octubre,Israel,305
2019,Octubre,Federación de Rusia,283
2019,Octubre,Bélgica,279
2019,Octubre,Bolivia,257
2019,Octubre,República Dominicana,205
2019,Octubre,Polonia,197
2019,Octubre,Austria,194
2019,Octubre,Costa Rica,188
2019,Octubre,Dinamarca,187
2019,Octubre,Japón,183
2019,Octubre,República Checa,171
2019,Octubre,Guatemala,158
2019,Octubre,Uruguay,156
2019,Octubre,República de Corea del Sur,144
2019,Octubre,Nueva Zelanda,143
2019,Octubre,Suecia,142
2019,Octubre,Noruega,140
2019,Octubre,Honduras,124
2019,Octubre,Irlanda,124
2019,Octubre,Portugal,99
2019,Octubre,El Salvador,97
2019,Octubre,Paraguay,94
2019,Octubre,Rumania,82
2019,Octubre,Cuba,75
2019,Octubre,Ucrania,63
2019,Octubre,Hungría,61
2019,Octubre,Letonia,50
2019,Octubre,Turquía,49
2019,Octubre,India,46
2019,Octubre,Nicaragua,42
2019,Octubre,Finlandia,41
2019,Octubre,Irán,39
2019,Octubre,Vietnam,39
2019,Octubre,Lituania,36
2019,Octubre,Yemen,36
2019,Octubre,Serbia,33
2019,Octubre,Eslovaquia,31
2019,Octubre,Singapur,31
2019,Octubre,Eslovenia,30
2019,Octubre,Egipto,27
2019,Octubre,Bulgaria,26
2019,Octubre,Sudáfrica,26
2019,Octubre,Grecia,24
2019,Octubre,Líbano,22
2019,Octubre,Malasia,20
2019,Octubre,Croacia,17
2019,Octubre,Albania,15
2019,Octubre,Myanmar,14
2019,Octubre,Luxemburgo,14
2019,Octubre,Indonesia,13
2019,Octubre,Marruecos,12
2019,Octubre,Tailandia,9
2019,Octubre,Kazajistán,9
2019,Octubre,Estonia,9
2019,Octubre,Bielorrusia,8
2019,Octubre,Arabia Saudita,7
2019,Octubre,Eritrea,7
2019,Octubre,Trinidad y Tobago,7
2019,Octubre,Argelia,7
2019,Octubre,Mónaco,7
2019,Octubre,Islandia,7
2019,Octubre,Congo,6
2019,Octubre,Belice,5
2019,Octubre,Chipre,5
2019,Octubre,Costa de Marfil,5
2019,Octubre,Jamaica,5
2019,Octubre,Sudán,4
2019,Octubre,República de Moldovia,4
2019,Octubre,Haití,4
2019,Octubre,Zimbabue,4
2019,Octubre,Andorra,4
2019,Octubre,Túnez,4
2019,Octubre,Uzbekistán,4
2019,Octubre,Burkina Faso,3
2019,Octubre,Camerún,3
2019,Octubre,Liechtenstein,3
2019,Octubre,Kuwait,2
2019,Octubre,Kiribati,2
2019,Octubre,República Árabe Siria,2
2019,Octubre,Barein,2
2019,Octubre,Etiopía,2
2019,Octubre,Emiratos Árabes Unidos,2
2019,Octubre,Mongolia,2
2019,Octubre,Guyana,2
2019,Octubre,Ghana,2
2019,Octubre,Namibia,2
2019,Octubre,Kosovo,2
2019,Octubre,Georgia,2
2019,Octubre,Botsuana,1
2019,Octubre,Jordania,1
2019,Octubre,Zambia,1
2019,Octubre,Mauritania,1
2019,Octubre,Guinea-Bisau,1
2019,Octubre,Armenia,1
2019,Octubre,Bahamas,1
2019,Octubre,Surinam,1
2019,Octubre,Kenia,1
2019,Octubre,Islas Salomón,1
2019,Octubre,Bosnia y Herzegovina,1
2019,Octubre,Níger,1
2019,Octubre,Nigeria,1
2019,Octubre,Liberia,1
2019,Octubre,Tanzania (República Unida de) ,1
2019,Octubre,Tayikistán,1
2019,Octubre,Timor-Leste,1
2019,Octubre,Antigua y Barbuda,1
2019,Octubre,Bangladesh,1
2019,Octubre,Ruanda,1
2019,Octubre,Granada,1
2019,Octubre,Sri Lanka,1
2019,Octubre,Lesoto,1
2019,Octubre,Nepal,1
2019,Octubre,Uganda,1
2019,Septiembre,Colombia,14355
2019,Septiembre,Estados Unidos de América,10460
2019,Septiembre,Perú,8663
2019,Septiembre,España,3311
2019,Septiembre,Francia,2049
2019,Septiembre,Alemania,1907
2019,Septiembre,Chile,1697
2019,Septiembre,Reino Unido,1479
2019,Septiembre,Argentina,1375
2019,Septiembre,Brasil,1230
2019,Septiembre,Canadá,1224
2019,Septiembre,México,1006
2019,Septiembre,China,931
2019,Septiembre,Australia,846
2019,Septiembre,Países Bajos,802
2019,Septiembre,Italia,799
2019,Septiembre,Venezuela,732
2019,Septiembre,Filipinas,639
2019,Septiembre,Suiza,472
2019,Septiembre,Bélgica,446
2019,Septiembre,Japón,374
2019,Septiembre,Panamá,316
2019,Septiembre,Israel,297
2019,Septiembre,Federación de Rusia,291
2019,Septiembre,Costa Rica,283
2019,Septiembre,República Dominicana,248
2019,Septiembre,Bolivia,242
2019,Septiembre,Dinamarca,231
2019,Septiembre,Uruguay,211
2019,Septiembre,Austria,179
2019,Septiembre,Polonia,175
2019,Septiembre,República de Corea del Sur,156
2019,Septiembre,Irlanda,151
2019,Septiembre,Nueva Zelanda,146
2019,Septiembre,Honduras,132
2019,Septiembre,Guatemala,126
2019,Septiembre,El Salvador,124
2019,Septiembre,Portugal,111
2019,Septiembre,Paraguay,111
2019,Septiembre,Ucrania,103
2019,Septiembre,República Checa,102
2019,Septiembre,Cuba,100
2019,Septiembre,Suecia,81
2019,Septiembre,Rumania,75
2019,Septiembre,Noruega,66
2019,Septiembre,Turquía,49
2019,Septiembre,Nicaragua,49
2019,Septiembre,Sudáfrica,47
2019,Septiembre,Yemen,43
2019,Septiembre,Grecia,41
2019,Septiembre,Malasia,38
2019,Septiembre,India,35
2019,Septiembre,Tailandia,32
2019,Septiembre,Hungría,31
2019,Septiembre,Finlandia,29
2019,Septiembre,Irán,28
2019,Septiembre,Singapur,27
2019,Septiembre,Letonia,25
2019,Septiembre,Estonia,22
2019,Septiembre,Eslovaquia,22
2019,Septiembre,Egipto,20
2019,Septiembre,Croacia,20
2019,Septiembre,Jamaica,19
2019,Septiembre,Vietnam,18
2019,Septiembre,Islandia,17
2019,Septiembre,Luxemburgo,17
2019,Septiembre,Marruecos,17
2019,Septiembre,Eritrea,16
2019,Septiembre,Lituania,16
2019,Septiembre,Eslovenia,16
2019,Septiembre,Bulgaria,14
2019,Septiembre,Serbia,14
2019,Septiembre,Bielorrusia,14
2019,Septiembre,Indonesia,13
2019,Septiembre,Líbano,13
2019,Septiembre,Albania,11
2019,Septiembre,Trinidad y Tobago,11
2019,Septiembre,Georgia,10
2019,Septiembre,Arabia Saudita,10
2019,Septiembre,Argelia,9
2019,Septiembre,Pakistán,8
2019,Septiembre,Belice,7
2019,Septiembre,Kosovo,7
2019,Septiembre,Jordania,6
2019,Septiembre,Bahamas,6
2019,Septiembre,Malta,6
2019,Septiembre,Azerbaiyán,5
2019,Septiembre,República Democrática del Congo,5
2019,Septiembre,Kazajistán,4
2019,Septiembre,Sudán,4
2019,Septiembre,Burkina Faso,4
2019,Septiembre,Kiribati,4
2019,Septiembre,República de Moldovia,3
2019,Septiembre,Uganda,3
2019,Septiembre,Palestina,3
2019,Septiembre,Guyana,3
2019,Septiembre,Barein,3
2019,Septiembre,Etiopía,3
2019,Septiembre,Myanmar,3
2019,Septiembre,Kuwait,3
2019,Septiembre,Costa de Marfil,2
2019,Septiembre,Zambia,2
2019,Septiembre,Bosnia y Herzegovina,2
2019,Septiembre,Brunei Darussalam,2
2019,Septiembre,Haití,2
2019,Septiembre,Chipre,2
2019,Septiembre,San Vicente y las Granadinas,2
2019,Septiembre,Bangladesh,2
2019,Septiembre,Túnez,2
2019,Septiembre,Nepal,2
2019,Septiembre,Benín,2
2019,Septiembre,Catar,2
2019,Septiembre,Mongolia,2
2019,Septiembre,Nigeria,2
2019,Septiembre,Camboya,2
2019,Septiembre,Maldivas,1
2019,Septiembre,Antigua República Yugoslava de Macedonia,1
2019,Septiembre,Turkmenistán,1
2019,Septiembre,Barbados,1
2019,Septiembre,Afganistán,1
2019,Septiembre,Mauricio,1
2019,Septiembre,Lesoto,1
2019,Septiembre,Zimbabue,1
2019,Septiembre,Togo,1
2019,Septiembre,Andorra,1
2019,Septiembre,Antigua y Barbuda,1
2019,Septiembre,Granada,1
2019,Septiembre,Ghana,1
2019,Septiembre,Namibia,1
2019,Septiembre,Montenegro,1
2019,Septiembre,Kenia,1
2019,Septiembre,Seychelles,1
2019,Septiembre,República Centroafricana,1
2023,Abril,Estados Unidos de América,18719
2023,Abril,Colombia,14450
2023,Abril,Perú,4920
2023,Abril,China,2729
2023,Abril,España,2291
2023,Abril,Reino Unido,1921
2023,Abril,Alemania,1892
2023,Abril,Canadá,1830
2023,Abril,Francia,1564
2023,Abril,Israel,1466
2023,Abril,Argentina,1202
2023,Abril,México,1168
2023,Abril,Chile,1018
2023,Abril,Brasil,858
2023,Abril,Países Bajos,816
2023,Abril,Italia,673
2023,Abril,Suiza,603
2023,Abril,Australia,554
2023,Abril,Venezuela,502
2023,Abril,Panamá,389
2023,Abril,Costa Rica,360
2023,Abril,República Dominicana,338
2023,Abril,Bélgica,303
2023,Abril,Dinamarca,264
2023,Abril,El Salvador,255
2023,Abril,Guatemala,236
2023,Abril,Federación de Rusia,196
2023,Abril,Bolivia,193
2023,Abril,Irlanda,192
2023,Abril,Uruguay,191
2023,Abril,Austria,178
2023,Abril,Nueva Zelanda,168
2023,Abril,Polonia,167
2023,Abril,Suecia,161
2023,Abril,Honduras,143
2023,Abril,Portugal,138
2023,Abril,Japón,132
2023,Abril,República Checa,113
2023,Abril,República de Corea del Sur,112
2023,Abril,Sudán,111
2023,Abril,Taiwán (República de China),86
2023,Abril,Cuba,82
2023,Abril,Noruega,72
2023,Abril,Paraguay,69
2023,Abril,India,67
2023,Abril,Nicaragua,62
2023,Abril,Eslovenia,62
2023,Abril,Turquía,58
2023,Abril,Finlandia,57
2023,Abril,Filipinas,57
2023,Abril,Bulgaria,52
2023,Abril,Ucrania,49
2023,Abril,Hungría,48
2023,Abril,Rumania,41
2023,Abril,Eslovaquia,36
2023,Abril,Tailandia,33
2023,Abril,Chad,33
2023,Abril,Sudáfrica,30
2023,Abril,Kirguistán,26
2023,Abril,Lituania,25
2023,Abril,Singapur,23
2023,Abril,Georgia,23
2023,Abril,Croacia,23
2023,Abril,Grecia,18
2023,Abril,Indonesia,16
2023,Abril,Jordania,15
2023,Abril,Malta,15
2023,Abril,Líbano,14
2023,Abril,Jamaica,13
2023,Abril,Kazajistán,12
2023,Abril,Bielorrusia,12
2023,Abril,Malasia,12
2023,Abril,Marruecos,11
2023,Abril,Serbia,10
2023,Abril,Haití,9
2023,Abril,Islandia,7
2023,Abril,Camerún,7
2023,Abril,Yibuti,7
2023,Abril,Chipre,6
2023,Abril,Kosovo,6
2023,Abril,Argelia,6
2023,Abril,Letonia,6
2023,Abril,Trinidad y Tobago,6
2023,Abril,Estonia,5
2023,Abril,República de Moldovia,5
2023,Abril,Mauritania,4
2023,Abril,Luxemburgo,4
2023,Abril,Burkina Faso,4
2023,Abril,Pakistán,4
2023,Abril,Andorra,4
2023,Abril,Bahamas,4
2023,Abril,Zimbabue,4
2023,Abril,Barbados,4
2023,Abril,Kenia,4
2023,Abril,Belice,3
2023,Abril,Dominica,3
2023,Abril,Antigua República Yugoslava de Macedonia,3
2023,Abril,San Cristóbal y Nieves,3
2023,Abril,Surinam,3
2023,Abril,Etiopía,3
