"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"VC.IHR.PSRC.P5","Homicidios intencionales (por cada 100.000 habitantes)","Los homicidios intencionales son estimaciones de homicidios ilegales infligidos intencionalmente como resultado de disputas domésticas, violencia interpersonal, conflictos violentos por los recursos de la tierra, violencia entre pandillas por territorio o control, y violencia depredadora y asesinatos por parte de grupos armados. El homicidio intencional no incluye todos los homicidios intencionales; la diferencia suele estar en la organización del asesinato. Los homicidios suelen cometer individuos o grupos pequeños, mientras que en los conflictos armados los homicidios suelen ser cometidos por grupos bastante cohesionados de hasta varios cientos de miembros y, por lo tanto, suelen quedar excluidos.","Base de datos de estadísticas internacionales de homicidios de la Oficina de las Naciones Unidas contra la Droga y el Delito.",
