secuencial,tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad
40483759,Salida,Extranjero,2023,Abril,17,Hombre,Italia,Europa Meridional,Europa,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,,Menores de edad,13
81917745,Salida,Ecuatoriano,2023,Agosto,7,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Venezuela,América del Sur,América,Barcelona Venezuela,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Estudiantes,30
20744184,Salida,Ecuatoriano,2023,Febrero,5,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Nicaragua,América Central,América,Managua,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,18
125472420,Entrada,Ecuatoriano,2023,Diciembre,8,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,63
50483763,Salida,Ecuatoriano,2023,Mayo,7,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Nicaragua,América Central,América,Managua,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
14601464,Salida,Ecuatoriano,2023,Enero,28,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Las Vegas Nevada,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Ingenieros civiles,52
63265626,Salida,Ecuatoriano,2023,Junio,3,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Peluqueros,40
44191704,Entrada,Extranjero,2023,Abril,14,Mujer,Francia,Europa Occidental,Europa,Vía Aérea,Turismo,Francia,Europa Occidental,Europa,Paris,Francia,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Sin especificar,48
50483740,Salida,Ecuatoriano,2023,Mayo,11,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,República Dominicana,"América, El Caribe",América,Punta Cana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
75184893,Salida,Ecuatoriano,2023,Julio,2,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Abogados,59
31278908,Entrada,Extranjero,2023,Marzo,12,Mujer,Alemania,Europa Occidental,Europa,Vía Aérea,Turismo,Alemania,Europa Occidental,Europa,Bergisch Gladbach,Alemania,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Estudiantes,24
61652960,Entrada,Extranjero,2023,Junio,1,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Estudiantes,28
55472936,Salida,Extranjero,2023,Mayo,25,Hombre,China,Asia Oriental,Asia,Vía Aérea,Turismo,China,Asia Oriental,Asia,Guangzhou,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Comerciantes de tiendas,63
103093415,Salida,Ecuatoriano,2023,Octubre,28,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,38
40975971,Entrada,Extranjero,2023,Abril,18,Mujer,Israel,Asia Occidental,Asia,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Israel,Asia Occidental,Asia,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Estudiantes,21
80474163,Entrada,Extranjero,2023,Agosto,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,13
120803775,Entrada,Extranjero,2023,Diciembre,29,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Houston Texas,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,19
65957319,Salida,Ecuatoriano,2023,Junio,17,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Jubilados y pensionistas,72
70455026,Salida,Ecuatoriano,2023,Julio,9,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
70478517,Entrada,Ecuatoriano,2023,Julio,21,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
120483776,Entrada,Extranjero,2023,Diciembre,9,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,,Menores de edad,13
30287188,Salida,Extranjero,2023,Marzo,30,Hombre,Chile,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,,Menores de edad,9
80483719,Salida,Ecuatoriano,2023,Agosto,21,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Menores de edad,13
30528422,Salida,Ecuatoriano,2023,Marzo,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,14
41273101,Salida,Ecuatoriano,2023,Abril,6,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Estudiantes,24
100477336,Salida,Ecuatoriano,2023,Octubre,27,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
100483782,Salida,Ecuatoriano,2023,Octubre,9,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
55689218,Entrada,Extranjero,2023,Mayo,10,Hombre,Argentina,América del Sur,América,Vía Aérea,Turismo,Argentina,América del Sur,América,Buenos Aires,Argentina,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Directores generales y gerentes generales,66
35635008,Entrada,Ecuatoriano,2023,Marzo,19,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,65
32024216,Salida,Ecuatoriano,2023,Marzo,20,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Nicaragua,América Central,América,Managua,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Cocineros,30
15335260,Salida,Ecuatoriano,2023,Enero,27,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Jubilados y pensionistas,61
120068193,Salida,Ecuatoriano,2023,Diciembre,18,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,2
45792003,Entrada,Extranjero,2023,Abril,25,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Jubilados y pensionistas,68
72357690,Salida,Ecuatoriano,2023,Julio,12,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Reino Unido,Europa Septentrional,Europa,London,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Estudiantes,33
112282834,Salida,Ecuatoriano,2023,Noviembre,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Greensboro North Carolina,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Chefs,32
31352179,Entrada,Extranjero,2023,Marzo,12,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,25
55488135,Entrada,Extranjero,2023,Mayo,24,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Comerciantes de tiendas,63
64369051,Entrada,Extranjero,2023,Junio,16,Hombre,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Colombia,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,50
20515577,Entrada,Extranjero,2023,Febrero,19,Mujer,Bolivia,América del Sur,América,Vía Aérea,Turismo,Bolivia,América del Sur,América,Santacruz,Bolivia,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,14
70483686,Entrada,Extranjero,2023,Julio,24,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Honolulu Hawaii,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,13
112572174,Salida,Ecuatoriano,2023,Noviembre,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Ingenieros no clasificados bajo otros epigrafes,34
13836520,Salida,Extranjero,2023,Enero,7,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,,Amas de casa,44
95599335,Salida,Ecuatoriano,2023,Septiembre,16,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Canadá,América del Septentrional,América,Toronto,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Jubilados y pensionistas,65
60669525,Entrada,Extranjero,2023,Junio,14,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,17
83647839,Salida,Ecuatoriano,2023,Agosto,31,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Washington D C,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,43
84387318,Salida,Ecuatoriano,2023,Agosto,19,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Profesionales de la ensenanza no clasificados bajo otros epigrafes,50
45655139,Salida,Extranjero,2023,Abril,11,Mujer,España,Europa Meridional,Europa,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,,Amas de casa,66
104401402,Entrada,Extranjero,2023,Octubre,9,Hombre,Perú,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Perú,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Sin especificar,50
71287560,Entrada,Extranjero,2023,Julio,11,Mujer,Francia,Europa Occidental,Europa,Vía terrestre,Turismo,Perú,América del Sur,América,Cajamarca,Francia,Europa Occidental,Europa,Unidad de Control Migratorio Frontera Terrestre La Balsa,Zamora Chinchipe,Chinchipe,No inmigrante T-3,Sin especificar,25
112917273,Salida,Ecuatoriano,2023,Noviembre,20,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Contables,37
63429383,Entrada,Extranjero,2023,Junio,25,Hombre,Argentina,América del Sur,América,Vía Aérea,Turismo,Argentina,América del Sur,América,Buenos Aires,Argentina,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,41
62946843,Entrada,Ecuatoriano,2023,Junio,2,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Panamá,América Central,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Agronomos y afines,37
80445402,Entrada,Extranjero,2023,Agosto,6,Mujer,España,Europa Meridional,Europa,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,13
105331799,Salida,Ecuatoriano,2023,Octubre,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Amas de casa,61
102643905,Salida,Ecuatoriano,2023,Octubre,10,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Sin especificar,35
70483812,Entrada,Extranjero,2023,Julio,21,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,13
25773577,Entrada,Extranjero,2023,Febrero,17,Mujer,Reino Unido,Europa Septentrional,Europa,Vía Marítimo,Turismo,Perú,América del Sur,América,Trujillo,Reino Unido,Europa Septentrional,Europa,Unidad de Control Migratorio Puerto Marítimo Guayaquil,Guayas,Guayaquil,No inmigrante T-3,Jubilados y pensionistas,68
60483816,Entrada,Ecuatoriano,2023,Junio,20,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
92430915,Salida,Ecuatoriano,2023,Septiembre,8,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,El Salvador,América Central,América,San Salvador,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Entrenadores instructores y arbitros de actividades deportivas,33
120483818,Salida,Ecuatoriano,2023,Diciembre,11,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
114742332,Salida,Ecuatoriano,2023,Noviembre,7,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Comerciantes de tiendas,54
51954213,Entrada,Extranjero,2023,Mayo,4,Mujer,República Checa,Europa Oriental,Europa,Vía Aérea,Turismo,Alemania,Europa Occidental,Europa,Frankfurt,Alemania,Europa Occidental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,30
20518729,Entrada,Extranjero,2023,Febrero,16,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,14
51052315,Entrada,Extranjero,2023,Mayo,8,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,"Matematicos, actuarios y estadisticos",22
20435817,Salida,Ecuatoriano,2023,Febrero,27,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,12
75246391,Salida,Ecuatoriano,2023,Julio,27,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,República Dominicana,"América, El Caribe",América,Punta Cana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,60
41496142,Salida,Ecuatoriano,2023,Abril,29,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,España,Europa Meridional,Europa,Málaga,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Estudiantes,26
83562639,Salida,Ecuatoriano,2023,Agosto,9,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Chicago Illinois,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Periodistas,42
23139210,Entrada,Extranjero,2023,Febrero,2,Hombre,Perú,América del Sur,América,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Perú,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,39
83317722,Salida,Ecuatoriano,2023,Agosto,12,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,México,América Central,América,Cancun,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Ingenieros civiles,40
104151172,Entrada,Extranjero,2023,Octubre,27,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,,Directores generales y gerentes generales,47
92883488,Salida,Ecuatoriano,2023,Septiembre,29,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Estudiantes,36
110483832,Salida,Ecuatoriano,2023,Noviembre,2,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Menores de edad,13
95739160,Salida,Ecuatoriano,2023,Septiembre,20,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Jubilados y pensionistas,67
60483630,Entrada,Extranjero,2023,Junio,25,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,13
84482429,Salida,Ecuatoriano,2023,Agosto,23,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,51
40025894,Salida,Ecuatoriano,2023,Abril,29,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1
31023245,Salida,Ecuatoriano,2023,Marzo,19,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Estudiantes,22
32182486,Salida,Ecuatoriano,2023,Marzo,28,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Comerciantes de tiendas,31
40483623,Salida,Ecuatoriano,2023,Abril,7,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
115829713,Salida,Ecuatoriano,2023,Noviembre,27,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,España,Europa Meridional,Europa,Valencia,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Jubilados y pensionistas,69
120836131,Entrada,Extranjero,2023,Diciembre,29,Hombre,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Colombia,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Estudiantes,20
100458329,Salida,Ecuatoriano,2023,Octubre,6,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Piura,Ecuador,América del Sur,América,Unidad de Control Migratorio Frontera Terrestre Macara,Loja,Macará,Clase migratoria para ecuatorianos,Menores de edad,13
111966091,Salida,Ecuatoriano,2023,Noviembre,3,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Abogados,30
125536357,Entrada,Extranjero,2023,Diciembre,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,64
35404014,Salida,Ecuatoriano,2023,Marzo,30,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Amas de casa,62
113404499,Salida,Extranjero,2023,Noviembre,8,Hombre,Bolivia,América del Sur,América,Vía Aérea,Turismo,Brasil,América del Sur,América,Sao Paulo,Bolivia,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Ingenieros industriales y de produccion,41
