secuencial,tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad
35531654,Entrada,Extranjero,2023,Marzo,5,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,64
94375475,Salida,Ecuatoriano,2023,Septiembre,10,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Abogados,50
104121451,Salida,Ecuatoriano,2023,Octubre,15,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Contables,47
24552251,Salida,Ecuatoriano,2023,Febrero,16,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Profesionales de la ensenanza no clasificados bajo otros epigrafes,52
80714334,Entrada,Extranjero,2023,Agosto,17,Mujer,Canadá,América del Septentrional,América,Vía Aérea,Turismo,Canadá,América del Septentrional,América,Vancouver,Canadá,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Estudiantes,18
23720208,Salida,Extranjero,2023,Febrero,5,Hombre,Finlandia,Europa Septentrional,Europa,Vía Aérea,Turismo,Reino Unido,Europa Septentrional,Europa,London,Finlandia,Europa Septentrional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,,Directores generales y gerentes generales,43
95165681,Entrada,Extranjero,2023,Septiembre,12,Hombre,España,Europa Meridional,Europa,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,,Jubilados y pensionistas,59
60611118,Entrada,Extranjero,2023,Junio,27,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,16
70462018,Entrada,Extranjero,2023,Julio,21,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,13
126048241,Salida,Ecuatoriano,2023,Diciembre,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cali,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Jubilados y pensionistas,75
75381778,Entrada,Extranjero,2023,Julio,5,Mujer,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Colombia,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,61
106018432,Salida,Extranjero,2023,Octubre,1,Mujer,Indonesia,Asia Asia Sudoriental,Asia,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-II,Amas de casa,74
91538660,Salida,Ecuatoriano,2023,Septiembre,8,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Peluqueros,27
50484346,Entrada,Extranjero,2023,Mayo,27,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,13
104865191,Salida,Ecuatoriano,2023,Octubre,30,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,55
103053017,Entrada,Extranjero,2023,Octubre,31,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Sin especificar,38
70479604,Entrada,Extranjero,2023,Julio,21,Mujer,Alemania,Europa Occidental,Europa,Vía Aérea,Turismo,Colombia,América del Sur,América,Medellín,Suiza,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,13
40482792,Salida,Ecuatoriano,2023,Abril,16,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
43540098,Salida,Ecuatoriano,2023,Abril,29,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Comerciantes de tiendas,42
120464450,Salida,Ecuatoriano,2023,Diciembre,28,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
74836620,Entrada,Extranjero,2023,Julio,22,Hombre,Suiza,Europa Occidental,Europa,Vía Aérea,Turismo,Suiza,Europa Occidental,Europa,Lausanne,Suiza,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Ingenieros no clasificados bajo otros epigrafes,55
91915974,Salida,Ecuatoriano,2023,Septiembre,26,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Contables,29
51835624,Salida,Ecuatoriano,2023,Mayo,9,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Policias,29
70084263,Entrada,Extranjero,2023,Julio,19,Mujer,España,Europa Meridional,Europa,Vía Aérea,Turismo,España,Europa Meridional,Europa,Barcelona,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,3
40891427,Salida,Ecuatoriano,2023,Abril,9,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Sin especificar,20
70387032,Salida,Ecuatoriano,2023,Julio,26,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,11
100482777,Salida,Ecuatoriano,2023,Octubre,3,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,El Salvador,América Central,América,San Salvador,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
70482774,Entrada,Extranjero,2023,Julio,2,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,,Menores de edad,13
22085130,Entrada,Extranjero,2023,Febrero,24,Hombre,Perú,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Perú,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,31
80484366,Salida,Ecuatoriano,2023,Agosto,23,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
13605918,Entrada,Extranjero,2023,Enero,31,Mujer,China,Asia Oriental,Asia,Vía Aérea,Turismo,China,Asia Oriental,Asia,Akesu,China,Asia Oriental,Asia,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Amas de casa,42
70484368,Salida,Ecuatoriano,2023,Julio,8,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,México,América Central,América,Cancun,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
61574155,Salida,Ecuatoriano,2023,Junio,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,El Salvador,América Central,América,San Salvador,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,27
112613892,Salida,Ecuatoriano,2023,Noviembre,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Brasil,América del Sur,América,Río De Janeiro,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Ingenieros no clasificados bajo otros epigrafes,34
62411804,Entrada,Extranjero,2023,Junio,16,Mujer,Alemania,Europa Occidental,Europa,Vía terrestre,Turismo,Colombia,América del Sur,América,Villavicencio,Alemania,Europa Occidental,Europa,Centro Binacional de Atención Fronteriza San Miguel,Sucumbios,Sucumbíos,No inmigrante T-3,Profesores de formacion profesional,33
94729532,Salida,Ecuatoriano,2023,Septiembre,18,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Comerciantes de tiendas,53
25744755,Salida,Ecuatoriano,2023,Febrero,10,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cartagena de Indias,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,67
23283577,Salida,Ecuatoriano,2023,Febrero,18,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,40
90511457,Salida,Ecuatoriano,2023,Septiembre,14,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Canadá,América del Septentrional,América,Toronto,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,14
23794959,Salida,Ecuatoriano,2023,Febrero,12,Hombre,Ecuador,América del Sur,América,Vía Marítimo,Turismo,Perú,América del Sur,América,Chimbote,Ecuador,América del Sur,América,Unidad de Control Migratorio Puerto Marítimo Manta,Manabí,Manta,Clase migratoria para ecuatorianos,"Capitanes, oficiales de cubierta y practicos",44
112001641,Salida,Ecuatoriano,2023,Noviembre,27,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Bolivia,América del Sur,América,Santacruz,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Auxiliares de servicios de abordo,30
30476375,Salida,Ecuatoriano,2023,Marzo,12,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Menores de edad,13
21905791,Salida,Ecuatoriano,2023,Febrero,15,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Disenadores y decoradores de interior,29
74803963,Entrada,Extranjero,2023,Julio,23,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,,Personal de apoyo administrativo no clasificado bajo otros epigrafes,54
51693551,Salida,Ecuatoriano,2023,Mayo,16,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Estudiantes,28
80493942,Salida,Ecuatoriano,2023,Agosto,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,14
20482746,Salida,Extranjero,2023,Febrero,18,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,,Menores de edad,13
73769341,Salida,Extranjero,2023,Julio,30,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Psicologos,44
102251227,Salida,Ecuatoriano,2023,Octubre,17,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Amas de casa,32
41060942,Salida,Ecuatoriano,2023,Abril,15,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cali,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Estudiantes,22
80903638,Entrada,Extranjero,2023,Agosto,2,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Estudiantes,20
32731423,Salida,Ecuatoriano,2023,Marzo,21,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Brasil,América del Sur,América,Río De Janeiro,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Amas de casa,35
82454266,Entrada,Extranjero,2023,Agosto,16,Mujer,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Colombia,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Medicos generales,33
90881065,Salida,Ecuatoriano,2023,Septiembre,14,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Argentina,América del Sur,América,Buenos Aires,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Asistentes de venta de tiendas y almacenes,20
102016006,Entrada,Extranjero,2023,Octubre,20,Hombre,Perú,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Perú,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,30
70484383,Entrada,Extranjero,2023,Julio,4,Mujer,Italia,Europa Meridional,Europa,Vía Aérea,Turismo,Italia,Europa Meridional,Europa,Milán,Italia,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,13
85563185,Salida,Ecuatoriano,2023,Agosto,11,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Estados Unidos de América,América del Septentrional,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,64
70254173,Salida,Ecuatoriano,2023,Julio,16,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,8
25041767,Salida,Ecuatoriano,2023,Febrero,3,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,República Dominicana,"América, El Caribe",América,Punta Cana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,57
45623516,Entrada,Extranjero,2023,Abril,26,Mujer,Perú,América del Sur,América,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Perú,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,65
34690364,Salida,Ecuatoriano,2023,Marzo,30,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Amas de casa,53
114795321,Entrada,Extranjero,2023,Noviembre,4,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,54
92376388,Salida,Ecuatoriano,2023,Septiembre,17,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cartagena de Indias,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Estudiantes,33
93576855,Salida,Ecuatoriano,2023,Septiembre,2,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Curazao,"América, El Caribe",América,Willemstad,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,42
60550841,Entrada,Extranjero,2023,Junio,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,15
20739301,Entrada,Extranjero,2023,Febrero,11,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Estudiantes,18
21142022,Entrada,Extranjero,2023,Febrero,10,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Washington D C,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Estudiantes,23
73022248,Entrada,Extranjero,2023,Julio,11,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Wilmington North Carolina,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,38
80482714,Salida,Extranjero,2023,Agosto,19,Hombre,España,Europa Meridional,Europa,Vía Aérea,Turismo,México,América Central,América,Cancun,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,,Menores de edad,13
110489091,Salida,Ecuatoriano,2023,Noviembre,23,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,14
114204961,Entrada,Extranjero,2023,Noviembre,5,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Houston Texas,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Ingenieros no clasificados bajo otros epigrafes,48
93563972,Entrada,Extranjero,2023,Septiembre,29,Hombre,Estados Unidos de América,América del Septentrional,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Estados Unidos de América,América del Septentrional,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Comerciantes de tiendas,42
44922777,Entrada,Extranjero,2023,Abril,29,Hombre,Suecia,Europa Septentrional,Europa,Vía Aérea,Turismo,Suecia,Europa Septentrional,Europa,Stockholm,Suecia,Europa Septentrional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Profesionales de la ensenanza no clasificados bajo otros epigrafes,56
60482707,Salida,Extranjero,2023,Junio,25,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,,Menores de edad,13
84807979,Salida,Ecuatoriano,2023,Agosto,9,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Canadá,América del Septentrional,América,Toronto,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Asistentes de venta de tiendas y almacenes,54
110484399,Salida,Ecuatoriano,2023,Noviembre,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,El Salvador,América Central,América,San Salvador,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
75200128,Entrada,Extranjero,2023,Julio,31,Hombre,Francia,Europa Occidental,Europa,Vía Aérea,Turismo,Suiza,Europa Occidental,Europa,Zurich,Francia,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Profesores de formacion profesional,59
125142811,Salida,Ecuatoriano,2023,Diciembre,7,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Comerciantes de tiendas,58
123943440,Salida,Ecuatoriano,2023,Diciembre,24,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Comerciantes de tiendas,45
93981706,Salida,Ecuatoriano,2023,Septiembre,26,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Comerciantes de tiendas,46
80476317,Entrada,Extranjero,2023,Agosto,15,Mujer,Argentina,América del Sur,América,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,13
80484405,Salida,Ecuatoriano,2023,Agosto,3,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Menores de edad,13
63860903,Entrada,Extranjero,2023,Junio,14,Mujer,Perú,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Perú,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Comerciantes de tiendas,45
60535430,Entrada,Extranjero,2023,Junio,25,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,15
80482690,Entrada,Extranjero,2023,Agosto,2,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,13
54428139,Entrada,Extranjero,2023,Mayo,17,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Houston Texas,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,50
13148250,Entrada,Extranjero,2023,Enero,27,Hombre,Colombia,América del Sur,América,Vía fluvial,Turismo,Colombia,América del Sur,América,Villavicencio,Colombia,América del Sur,América,Unidad de Control Migratorio Puerto Fluvial San Lorenzo,Esmeraldas,San Lorenzo,No inmigrante T-3,Comerciantes de tiendas,39
